iteration,best_loss
1,6.533531128186659
2,6.526772574995265
3,6.499226324806956
4,6.4975883813203374
5,6.49541205808324
6,6.471204842460231
7,6.471183161133991
8,6.471183160653829
9,6.471183160653829
