Method,NLL,GW2 distance to real program,Avg time (s)
Real program,-1.1236972510787446,0.0,
Benchmark,5.039494986940824,2.832436281255963,
ALPS,-0.8825749624712791,2.7501500178515568,2091.849376344681
grammar_mcmc,8.214786422439717,928.7850823845108,99.52931962013244
refinestat,1.282517181363757,3.069701151439428,368.19501280784607
refinestat_mcmc,5.044380898605691,2.9558430884135523,8536.502998495102
Evolutionary (GP),5.212723306398911,14.240458056604947,279.5437922477722
