mu,sigma
25.286374669111645,3.244344194568954
23.54481553021209,2.156355522478489
18.559586515242565,2.5744462383869395
16.618083970603955,4.556272338884519
18.501044014926812,1.4083975129467918
17.295378849150204,0.6929051393502001
24.55916390106193,0.37159941539874963
17.804419164687225,0.8200768388271114
20.618902289114665,0.7721547784383425
18.224390642802632,1.4218641450412806
24.68589551813514,3.166969137050525
15.260324056853658,2.383136807198344
21.89095396872611,2.4972639089230686
20.024877641241872,1.25409244724132
18.61428753968828,0.0016158112243327416
20.81575444549081,2.272865526702117
21.50663952320255,2.8188836125297945
19.617375813892952,3.2656486443584622
16.737392794413882,1.9537910172428237
16.432168986436146,2.8557079033312722
21.29545362739984,2.0137541851992893
19.667515273649123,3.1508838005658646
16.694210174855,2.194725836481546
17.412440592511448,0.18702503797896353
17.205363646605782,1.9379400623674174
16.664535165631875,2.2453233520039007
9.397405825594264,2.586279819042548
20.636530996875692,2.3703828677573724
22.346351846060255,2.033731003016898
16.686620406456605,2.684098814816961
20.37739790034556,1.6619764152486711
17.096413461685692,2.504215827166615
20.882285539971466,3.054067475281925
18.02666612685403,2.5044718347541726
19.419996906637458,1.4900502201791586
20.48319963082883,1.4758755273151392
20.052508021283995,1.9191385083801156
20.737621728827058,1.4741451819969718
19.116871317332397,1.5995725123394195
17.217631013189912,1.6357749589218773
25.163219852233325,2.5705029358027054
23.878598779747975,2.1359282273400897
21.890726983145186,1.1919830240086584
18.23022962888058,2.7769326653700874
20.714852099859325,2.471894184368264
21.247378517838534,3.046005538154588
19.35309903170911,1.717023794348039
24.773317920594728,4.012738264947863
16.379324794711057,0.9243723066883991
19.880458257165117,3.5592866518556296
