ALPS,grammar_mcmc,refinestat,refinestat_mcmc
inf,9.114215664922206,6.6908093645170705,6.652678352620373
6.44567090802017,10.195459610112474,6.747553873484621,6.6265086308691865
6.432260462082053,11.271543175465432,7.827580750187097,6.566747034322793
6.323954180026787,11.67455204700244,7.687851212869089,6.693589579981831
6.363045594763139,8.671063104056453,6.6742369313836996,6.695753090159838
