Method,NLL,GW2 distance to real program,Avg time (s)
Real program,6.6500223896980435,0.0,
Benchmark,6.699772719575879,8.771039962538625,
ALPS,6.309293404728933,29.992205303344036,2097.269566488266
grammar_mcmc,8.680783821747978,668.3429359434849,81.90018510818481
refinestat,6.704863863985164,12.573559609731602,713.0430143833161
refinestat_mcmc,6.702808458144245,8.578312439365224,2460.400529909134
Evolutionary (GP),6.637099154238068,20.398211895191867,273.0302036126455
