ALPS,grammar_mcmc,refinestat,refinestat_mcmc
-20.643554712528847,7.941397137811787,1.8193902213300095,-9.595916386984904
-20.886643146119397,9.833884150570963,inf,-12.486592270433993
-20.681230207373098,14.775054692184108,1.5812409141341204,1.7077250214792463
-20.642418969654006,12.975836916476835,inf,-13.858797042864772
-15.193105566339707,9.05815979105999,1.5679631654056931,-3.6712189482574478
