Method,NLL,GW2 distance to real program,Avg time (s)
Real program,-22.189305640267754,0.0,
Benchmark,1.7836325045506205,1.260552145066036,
ALPS,-20.801437540702608,1.0960000055043415,2009.0894362449646
grammar_mcmc,7.710314342899169,3579.7010515134884,126.25459089279175
refinestat,1.7840152128199989,1.254609543816545,3876.520262050629
refinestat_mcmc,1.7877755799370356,1.2691179836112318,19697.73337841034
Evolutionary (GP),-21.89609356657887,0.4436,398.78145163059236
