iteration,best_loss
1,4.158991573277588
2,3.989864981000678
3,3.9066834428126134
4,3.89971544811207
5,3.89971544811207
6,3.89971544811207
7,3.89971544811207
8,3.897043192468177
9,3.8970427503098226
10,3.839264997178915
