skill1,skill2
17.532228657773057,18.790276935139325
20.372474019787376,23.037319722537106
16.822781524209034,18.993861870163986
22.195128305741036,14.858718910711723
15.956590756860512,20.444315891597405
23.606190312961967,24.966017607288084
23.95853632380549,23.025966548375077
29.002111196774926,25.289356592869606
22.739758571599353,18.100495274684736
17.670434375060264,15.201861525971992
21.602592770590316,20.787761624132084
20.22962844380627,26.581111886819325
20.85157096308091,14.807434647687195
21.048071292606668,15.076756120200484
15.738664296551923,19.478729729695075
18.19278118637936,14.063420010838087
19.152614056144937,26.893586572134875
15.44260760957101,22.1834492248661
17.49165403677524,19.92136547315212
30.44784416222302,24.417637680550403
20.52246793093581,19.628640231708854
20.044233187036493,27.185078344867456
21.670561118519704,17.68745441293844
20.140562329832097,24.476515231398
19.658482500320126,17.89782091927549
20.789307828342746,20.189696943454713
18.092359344375414,19.783982887830962
26.929393458393964,23.42184942903335
24.95686029468217,20.126890576914064
19.321616304559704,23.39487099272877
21.858802148436993,13.382896921227303
15.511167903419487,26.209834641769614
23.354421205068295,18.40244228476037
20.65113543874619,17.882908037779597
20.98989656233946,27.255287933204865
14.763419356845478,20.007582653746407
16.37182133082342,20.896586669582813
25.733691711445427,16.938774980084684
20.341713993264232,24.628542512335756
21.10650369481528,23.76543997865326
21.67410666893425,19.10467639484518
14.19094990219382,22.61474742365178
19.91943953000331,21.446587212212894
23.179323034897365,19.562996314261326
22.24907396862561,18.09043860380121
23.57745254943827,22.936966786647048
18.256582564969843,20.530959550232243
19.959322231050376,22.80566070927955
16.929201570839645,20.524102935365637
25.175947027102712,22.35077572307676
