iteration,best_loss
1,4.125915061887905
2,4.083615266627495
3,4.059888605112637
4,4.052207317066553
5,4.049856507257943
6,4.049748005434308
7,4.0497480050556565
8,4.0497480050556565
9,4.0497480050556565
10,4.0497480050556565
11,4.0497480050556565
12,4.0497480050556565
13,4.0497480050556565
14,4.0497480050556565
15,4.0497480050556565
