iteration,best_loss
0,20.714924438474835
1,20.714924438474835
2,20.714924438474835
3,20.714924438474835
4,20.714924438474835
5,20.714924438474835
6,20.714924438474835
7,20.714924438474835
8,18.03542134925719
9,18.03542134925719
10,18.03542134925719
11,18.03542134925719
12,18.03542134925719
13,18.03542134925719
14,18.03542134925719
15,11.810860545466914
16,11.810860545466914
17,11.810860545466914
18,11.810860545466914
19,11.810860545466914
20,11.810860545466914
21,11.810860545466914
22,11.810860545466914
23,11.810860545466914
24,11.810860545466914
25,11.810860545466914
26,11.810860545466914
27,11.810860545466914
28,11.810860545466914
29,11.810860545466914
30,11.810860545466914
31,11.810860545466914
32,11.810860545466914
33,11.810860545466914
34,11.810860545466914
35,11.810860545466914
36,11.810860545466914
37,11.810860545466914
38,11.810860545466914
39,11.810860545466914
40,11.810860545466914
41,11.810860545466914
42,11.810860545466914
43,11.810860545466914
44,11.810860545466914
45,11.810860545466914
46,11.810860545466914
47,11.810860545466914
48,11.810860545466914
49,11.810860545466914
50,11.810860545466914
51,11.810860545466914
52,11.810860545466914
53,11.810860545466914
54,11.810860545466914
55,11.810860545466914
56,11.810860545466914
57,11.810860545466914
58,11.810860545466914
59,11.810860545466914
60,11.810860545466914
61,11.810860545466914
62,11.810860545466914
63,11.810860545466914
64,11.810860545466914
65,11.810860545466914
66,11.810860545466914
67,11.810860545466914
68,11.810860545466914
69,11.810860545466914
70,11.810860545466914
71,11.810860545466914
72,11.810860545466914
73,11.810860545466914
74,11.810860545466914
75,11.810860545466914
76,11.810860545466914
77,11.810860545466914
78,11.810860545466914
79,11.810860545466914
80,11.810860545466914
81,11.810860545466914
82,11.810860545466914
83,11.810860545466914
84,11.810860545466914
85,11.810860545466914
86,11.810860545466914
87,11.810860545466914
88,11.810860545466914
89,11.810860545466914
90,11.810860545466914
91,11.810860545466914
92,11.810860545466914
93,11.810860545466914
94,11.810860545466914
95,11.810860545466914
96,11.810860545466914
97,11.810860545466914
98,11.810860545466914
99,11.810860545466914
100,11.810860545466914
101,11.810860545466914
102,11.810860545466914
103,11.810860545466914
104,11.810860545466914
105,11.810860545466914
106,11.810860545466914
107,11.810860545466914
108,11.810860545466914
109,11.810860545466914
