ALPS,grammar_mcmc,refinestat,refinestat_mcmc
-6.490743598083276,5.238813662304376,inf,-7.873321619246573
-9.694927910115451,4.776942922533081,inf,-11.006167672769344
-8.690461024401346,4.7135658842987,inf,-7.235144776653925
-9.734281725914716,6.095093245893995,inf,-6.461617084381951
-9.832314025456293,3.288404512032115,inf,-5.540030455435703
,,0.14374877185177323,
,,-0.12153586388760768,
,,-0.08117584102029289,
,,0.09636960276595839,
,,-0.027120036234848658,
