Method,NLL,GW2 distance to real program,Avg time (s)
Real program,-10.454850601256927,0.0,
Benchmark,1.9767192967202032,1.9884973267969777,
ALPS,-9.817539244215833,0.30070332508216013,2166.737078523636
grammar_mcmc,3.2851068522264057,1804.535836594942,56.520161390304565
refinestat,-0.0983590080992446,0.7716878877893145,1914.748621225357
refinestat_mcmc,-7.252883098528134,0.41898303797494163,19768.235723495483
Evolutionary (GP),-9.08687142640317,0.24286256675041923,1415.6160698572794
