benchmark,method,seed,NLL,GW2,elapsed_seconds
easytugwar,evolutionary,Rominas-Air.lan_25_1_21_210502_257271_25109_12,0.509666321632439,20.539621004497846,
easytugwar,evolutionary,Rominas-Air.lan_25_1_21_210500_257965_25106_11,0.42892618348001416,10.072006405097966,
easytugwar,evolutionary,Rominas-Air.lan_25_1_21_211132_61610_26193_20,6.615723537501278,14.185383833395074,
easytugwar,ALPS,20260826_061647,0.03099791467334525,16.889401589132095,1191.0572469234467
easytugwar,ALPS,20260826_063641,0.3124384582730629,12.17969383733978,1653.4103109836578
easytugwar,ALPS,20260826_070417,0.22916350552014295,14.346942078798598,2465.4211809635162
easytugwar,ALPS,20260826_074526,0.41667519808731757,9.099096899032345,1979.3506047725677
easytugwar,ALPS,20260826_081828,0.23144211563801836,13.494225342543995,2256.6670758724213
easytugwar,grammar_mcmc,20260908_032013_seed1,6.937191796241423,17.6607958495811,2814.8203961849213
easytugwar,grammar_mcmc,20260908_040708_seed2,7.695688577178724,716.9984141971261,3155.2312779426575
easytugwar,grammar_mcmc,20260908_045943_seed3,6.998071687210107,73.4334531308191,2771.6851902008057
easytugwar,grammar_mcmc,20260908_054555_seed4,6.734922161139103,29.40346534469366,2743.3279190063477
easytugwar,grammar_mcmc,20260908_063138_seed5,7.507418330114522,336.9635316691373,2757.878930091858
easytugwar,refinestat,20260818_180206_seed1,5.497163202453952,10.850686384545586,186.23352122306824
easytugwar,refinestat,20260818_180512_seed2,6.329437745063611,12.567989105456178,186.3950219154358
easytugwar,refinestat,20260818_180819_seed3,6.328989358172473,13.059582643593513,192.33903574943542
easytugwar,refinestat,20260818_181131_seed4,2.911622537820651,45.46363980675426,274.47081780433655
easytugwar,refinestat,20260818_181606_seed5,6.781944032782794,12.15683003149698,314.34194564819336
easytugwar,refinestat_mcmc,20260813_230152_seed1,6.330159152705392,13.253352408304774,12709.59962630272
easytugwar,refinestat_mcmc,20260814_023341_seed2,inf,42.17013953486309,17965.993578195572
easytugwar,refinestat_mcmc,20260814_073307_seed3,,,17497.67878484726
easytugwar,refinestat_mcmc,20260814_122445_seed4,,,15053.958193540573
easytugwar,refinestat_mcmc,20260814_163539_seed5,6.3314105984792395,12.955607946945124,24315.174464464188
biasedtugwar,real_program,1,-0.24835884012745155,0.0,
biasedtugwar,naive_gauss,1,6.076715302051406,9.283273390261163,
biasedtugwar,evolutionary,Rominas-Air.lan_25_1_17_093527_613084_69778_1,0.1689994929655665,10.96674444253013,
biasedtugwar,evolutionary,Rominas-Air.lan_25_1_17_101151_100838_74056_23,33.24544765235288,131539.52614573587,
biasedtugwar,evolutionary,Rominas-Air.lan_25_1_17_101752_72935_74692_27,0.6168107449273832,71.5959228605764,
biasedtugwar,evolutionary,Rominas-Air.lan_25_1_17_094310_44808_70787_7,8.134521593902099,52.500754779469176,
biasedtugwar,evolutionary,Rominas-Air.lan_25_1_17_100246_609365_73084_19,1.7732842165662126,30.078603064627316,
biasedtugwar,ALPS,20260826_002014,-0.06916414827743045,20.33321838100833,1840.1020166873932
biasedtugwar,ALPS,20260826_005057,0.10906375554546575,18.900532736848284,1926.7536044120789
biasedtugwar,ALPS,20260826_012307,0.27795248176809323,16.973570632182277,2424.7289338111877
biasedtugwar,ALPS,20260826_020335,1.9382630164237025,52.51234397303426,2901.865161895752
biasedtugwar,ALPS,20260826_025200,0.0533158629085324,15.249723254905714,2222.939617395401
biasedtugwar,grammar_mcmc,20260908_225627_seed1,6.180033978980975,13.236945316490825,3103.4865624904633
biasedtugwar,grammar_mcmc,20260908_234811_seed2,7.687580519544646,749.5001940357654,3428.479614019394
biasedtugwar,grammar_mcmc,20260909_004519_seed3,6.774670491794205,71.23978431163327,2999.400844812393
biasedtugwar,grammar_mcmc,20260909_013519_seed4,5.862326705324847,3343.2557506207295,3101.807923555374
biasedtugwar,grammar_mcmc,20260909_022701_seed5,7.522745514226346,505.73385588464436,3029.1819427013397
biasedtugwar,refinestat,20260819_102111_seed1,6.796393613546597,7.934472769729568,538.9645388126373
biasedtugwar,refinestat,20260819_103010_seed2,6.998530925659344,26.919490103524964,395.3811752796173
biasedtugwar,refinestat,20260819_103645_seed3,6.795321064584092,8.204278592557966,505.2885150909424
biasedtugwar,refinestat,20260819_115641_seed4,3.452650890141564,9.26597407229134,397.4868175983429
biasedtugwar,refinestat,20260819_120318_seed5,5.372718565970242,219.65736276078383,393.2490088939667
biasedtugwar,refinestat_mcmc,20260819_121205_seed1,,,18305.04975771904
biasedtugwar,refinestat_mcmc,20260819_171710_seed2,,,17434.129439353943
biasedtugwar,refinestat_mcmc,20260819_220744_seed3,,,19467.574132442474
biasedtugwar,refinestat_mcmc,20260820_033212_seed4,6.079166164526951,9.054596389647951,13476.146436214447
biasedtugwar,refinestat_mcmc,20260820_071648_seed5,6.0778073960921475,9.475923877811859,13707.94966340065
mixedcondition,real_program,1,-1.1242899474484105,0.0,
mixedcondition,naive_gauss,1,5.039734816196003,2.822274509976624,
mixedcondition,evolutionary,Rominas-Air.lan_25_1_23_212300_274494_1956_2,-0.3400780759634372,10.905547920346043,
mixedcondition,evolutionary,Rominas-Air.lan_25_1_23_181637_380877_31908_26,1.8473942893848976,190.62062284623715,
mixedcondition,evolutionary,Rominas-Air.lan_25_1_23_173849_742306_27202_14,-0.8443494415589406,4.800772488527737,
mixedcondition,evolutionary,Rominas-Air.lan_25_1_23_181748_400604_32097_27,2.49013150090874,8.14006548479245,
mixedcondition,evolutionary,Rominas-Air.lan_25_1_23_180228_436372_29693_22,3.2870011683652596,3.258382013575884,
mixedcondition,ALPS,20260826_115657,-0.8298234712080631,3.059754811489395,1815.1731696128845
mixedcondition,ALPS,20260826_122715,-0.7138101169151367,4.497711441530518,2201.109940290451
mixedcondition,ALPS,20260826_130400,-0.8917535014945307,2.8257346869100304,2416.813496828079
mixedcondition,ALPS,20260826_134420,4.662462479813022,2.8824045817537813,1705.4017088413239
mixedcondition,ALPS,20260826_141248,-0.8788076905220263,2.7501500178515568,2320.7485661506653
mixedcondition,grammar_mcmc,20260909_031730_seed1,5.616858058132245,8.418179447661354,3223.4971780776978
mixedcondition,grammar_mcmc,20260909_041113_seed2,6.9062807530841415,19.05680275639767,3342.888909339905
mixedcondition,grammar_mcmc,20260909_050656_seed3,5.935508682972315,20.172341268857465,3421.223967552185
mixedcondition,grammar_mcmc,20260909_060358_seed4,6.471594177804542,1235.2672535234037,3521.4486696720123
mixedcondition,grammar_mcmc,20260909_070239_seed5,5.921989218685716,953.8452486984716,3083.6843695640564
mixedcondition,refinestat,20260820_114706_seed1,5.041747032703412,2.8695070447139486,219.75142526626587
mixedcondition,refinestat,20260820_115046_seed2,1.2832658096374525,3.069701151439428,237.9230351448059
mixedcondition,refinestat,20260820_115444_seed3,5.042429074029666,2.7663883538523475,215.80126428604126
mixedcondition,refinestat,20260820_115820_seed4,5.043185775111553,2.8486736709292284,574.0835025310516
mixedcondition,refinestat,20260820_120754_seed5,5.043534223404795,2.8189841920425778,593.4158368110657
mixedcondition,refinestat_mcmc,20260820_200024_seed1,5.045235981644662,2.9558430884135523,7028.706098794937
mixedcondition,refinestat_mcmc,20260820_215733_seed2,5.041326972279453,2.794578615333619,10146.865622758865
mixedcondition,refinestat_mcmc,20260821_004640_seed3,5.043268798117275,2.8906414852903177,3805.2050125598907
mixedcondition,refinestat_mcmc,20260821_015005_seed4,5.051144248511804,3.0794707422881586,13798.706927061081
mixedcondition,refinestat_mcmc,20260821_054003_seed5,5.042497816983263,2.8933282826069138,7903.0313313007355
multiplebranches,real_program,1,5.740091670798777,0.0,
multiplebranches,naive_gauss,1,6.359347389799552,58.5072814050617,
multiplebranches,evolutionary,cli-10-110-11-85.WIFIeduroamSTUD.units.it_25_1_28_121929_320432_75843_5,6.26240896854023,86.58111501651602,
multiplebranches,evolutionary,cli-10-110-11-85.WIFIeduroamSTUD.units.it_25_1_28_130015_650400_79689_15,6.564624324296184,91.31038892022755,
multiplebranches,evolutionary,cli-10-110-11-85.WIFIeduroamSTUD.units.it_25_1_28_130613_81838_80384_17,6.663730625284172,84.71133650510365,
multiplebranches,evolutionary,cli-10-110-11-85.WIFIeduroamSTUD.units.it_25_1_28_134625_988524_85788_24,6.211358360446044,53.723940520461746,
multiplebranches,evolutionary,cli-10-110-11-85.WIFIeduroamSTUD.units.it_25_1_28_121930_739963_75839_1,6.591897360842837,151.54896511847113,
multiplebranches,ALPS,20260826_171723,5.775897943625934,29.52342796736289,2302.3054859638214
multiplebranches,ALPS,20260826_175548,5.740945266086586,25.572809429042735,3034.188705921173
multiplebranches,ALPS,20260826_184626,5.801214061480146,24.03024411823538,1894.9621438980103
multiplebranches,ALPS,20260826_191804,6.0171330289503,42.17464938967913,1334.5543060302734
multiplebranches,ALPS,20260826_194022,5.998871869827325,22.297041029116663,1504.1931025981903
multiplebranches,grammar_mcmc,20260909_075403_seed1,6.232465411781906,61.01832532570771,1905.7730777263641
multiplebranches,grammar_mcmc,20260909_091747_seed2,6.415900751709154,62.92782838452649,1667.0424780845642
multiplebranches,grammar_mcmc,20260909_094534_seed3,6.450026376499737,65.0062766879245,1699.2525653839111
multiplebranches,grammar_mcmc,20260909_101353_seed4,6.502813988712194,60.6762399719766,1661.172836780548
multiplebranches,grammar_mcmc,20260909_104134_seed5,6.416488515634122,58.928029968991375,1686.915031671524
multiplebranches,refinestat,20260829_131048_seed1,6.177612708920992,51.99130530062027,118.37109375
multiplebranches,refinestat,20260829_131246_seed2,6.616509210207911,93.92139266043256,122.53777146339417
multiplebranches,refinestat,20260829_131449_seed3,6.376128615255371,60.39526766761785,116.6570520401001
multiplebranches,refinestat,20260829_131645_seed4,6.144605092827782,48.71648968344148,121.05646467208862
multiplebranches,refinestat,20260829_131846_seed5,6.178481120926109,51.31978208264597,116.76822018623352
multiplebranches,refinestat_mcmc,20260826_232053_seed1,6.403397088751274,48.40304953600591,517.8889830112457
multiplebranches,refinestat_mcmc,20260826_232931_seed2,6.1166307208961275,46.020957869954856,556.1433818340302
multiplebranches,refinestat_mcmc,20260826_233847_seed3,6.386494164311676,41.078400042851314,466.8908417224884
multiplebranches,refinestat_mcmc,20260826_234634_seed4,6.103155654560007,39.053280909373676,534.5388104915619
multiplebranches,refinestat_mcmc,20260826_235528_seed5,6.120607466716924,45.951260156340155,394.6972999572754
eyecolor,real_program,1,-15.792471262023751,0.0,
eyecolor,naive_gauss,1,3.7528456701690973,5.269704920702336,
eyecolor,evolutionary,DESKTOP-3B7BIDK_25_1_27_155931_6172_27348_1,-15.068857031215359,1.6647086541449279,
eyecolor,ALPS,20260826_200529,-11.586690727173195,5.1990247525555535,2063.9067499637604
eyecolor,ALPS,20260826_203956,-12.99819469330653,6.312690796025029,960.4731202125549
eyecolor,ALPS,20260826_205559,-13.540191452993541,3.2661734296778135,2345.965566635132
eyecolor,ALPS,20260826_213510,-12.803544307620422,5.82439255472225,2182.3541593551636
eyecolor,ALPS,20260826_221136,-13.173412888148949,3.61645230311111,2413.147460460663
eyecolor,grammar_mcmc,20260911_125611_seed1,3.1089719467122015,26.83842865732086,3028.037980556488
eyecolor,grammar_mcmc,20260911_134639_seed2,3.934597425628521,4230.130372128943,3231.5639703273773
eyecolor,grammar_mcmc,20260911_144031_seed3,3.874190062089439,668.9053354484488,3416.0318117141724
eyecolor,grammar_mcmc,20260911_153727_seed4,3.31169124561313,225.5609852193584,73244.45368623734
eyecolor,grammar_mcmc,20260912_115811_seed5,5.04718624361515,2443.8856062295336,3150.045429944992
eyecolor,refinestat,20260829_132241_seed1,2.0905028595206745,2.3233052871104443,330.9608860015869
eyecolor,refinestat,20260829_132812_seed2,2.1015535494372566,2.413158225783222,263.72917342185974
eyecolor,refinestat,20260829_133236_seed3,2.2315321680588474,3.1600532442680604,173.78758144378662
eyecolor,refinestat,20260829_133530_seed4,2.1977394614291295,6.119307342267261,226.68546557426453
eyecolor,refinestat,20260829_133916_seed5,2.4548554408415324,3.315576356168565,238.31254029273987
eyecolor,refinestat_mcmc,20260827_000414_seed1,3.771789172487689,5.238745249795883,50114.56738758087
eyecolor,refinestat_mcmc,20260827_135929_seed2,3.768961808434025,5.344571732137396,29035.15549826622
eyecolor,refinestat_mcmc,20260827_220324_seed3,3.755597886933511,5.133859704812962,29616.47634267807
eyecolor,refinestat_mcmc,20260828_061701_seed4,3.755221240075242,5.250856945144665,59876.583454847336
eyecolor,refinestat_mcmc,20260828_225457_seed5,3.759744056810875,5.103871546608842,51154.19340968132
hurricane,real_program,1,-10.44834891340735,0.0,
hurricane,naive_gauss,1,1.9769282734030322,1.9866595260979776,
hurricane,evolutionary,DESKTOP-3B7BIDK_25_1_28_123422_731621_20984_27,-10.228544462333693,0.2916092797200001,
hurricane,evolutionary,DESKTOP-3B7BIDK_25_1_28_111827_811316_3472_11,-9.048260950695687,0.3711591167504192,
hurricane,evolutionary,DESKTOP-3B7BIDK_25_1_28_111253_664304_24116_9,-9.019262697524125,0.4833396445284192,
hurricane,evolutionary,DESKTOP-3B7BIDK_25_1_28_111257_307336_21220_10,-10.235684213456773,0.31346149999999995,
hurricane,evolutionary,DESKTOP-3B7BIDK_25_1_28_122838_754962_24648_26,-10.259537128622812,0.22999999999999982,
hurricane,ALPS,20260826_085608,-9.397602785057344,0.28006205063803896,2462.284022331238
hurricane,ALPS,20260826_093713,-9.666615004367907,0.4211200200000004,2198.3954651355743
hurricane,ALPS,20260826_101355,-8.948616097029875,0.5995946639999998,2236.300913333893
hurricane,ALPS,20260826_105114,-9.66661500011003,0.42124259800000646,2279.254985809326
hurricane,ALPS,20260826_112916,-9.816207768921965,0.30070332508216013,1657.4500060081482
hurricane,grammar_mcmc,20260912_130709_seed1,2.3677728160706786,318.88741412225914,2067.8119683265686
hurricane,grammar_mcmc,20260912_134137_seed2,2.575190810627985,183.2395741982382,1935.7287118434906
hurricane,grammar_mcmc,20260912_141353_seed3,2.438660001137419,140.840390317461,2006.462061882019
hurricane,grammar_mcmc,20260912_144719_seed4,2.7023765165193776,33.379413944936594,1940.4332010746002
hurricane,grammar_mcmc,20260912_151940_seed5,2.3582641796866626,1.7539463465688934,1963.4028894901276
hurricane,refinestat,20260830_105241_seed1,0.1563323329381895,0.7756792313041176,146.73594522476196
hurricane,refinestat,20260830_105508_seed2,-0.09899791406423034,0.7716878877893145,140.56184887886047
hurricane,refinestat,20260830_105728_seed3,-0.10171402740616882,0.7769936566332896,152.7348551750183
hurricane,refinestat,20260830_110001_seed4,0.038383412563230884,0.7879365144614919,141.4934000968933
hurricane,refinestat,20260830_110222_seed5,0.038369083669952925,0.789945707238769,134.7152214050293
hurricane,refinestat_mcmc,20260821_130441_seed1,1.977085786824699,1.9955593413767994,15016.956591367722
hurricane,refinestat_mcmc,20260821_171458_seed2,-7.252851389138817,0.41898303797494163,25072.168106794357
hurricane,refinestat_mcmc,20260822_001250_seed3,1.9775539774690365,2.0187247531295283,24420.165233373642
hurricane,refinestat_mcmc,20260822_065950_seed4,1.9774648327289153,2.0178294680887174,23125.595727920532
hurricane,refinestat_mcmc,20260822_132516_seed5,1.980132844631226,1.986490253209792,11206.292958021164
