iteration,best_loss
0,78.08590399071637
1,78.08590399071637
2,78.08590399071637
3,78.08590399071637
4,78.08590399071637
5,69.5865551295455
6,69.5865551295455
7,69.5865551295455
8,69.5865551295455
9,69.5865551295455
10,69.5865551295455
11,69.5865551295455
12,69.5865551295455
13,69.5865551295455
14,69.5865551295455
15,64.0320905148961
16,49.38793318420585
17,49.38793318420585
18,34.74443578601353
19,34.74443578601353
20,31.705149749796487
21,31.705149749796487
22,31.705149749796487
23,31.705149749796487
24,31.705149749796487
25,31.705149749796487
26,31.705149749796487
27,31.705149749796487
28,31.705149749796487
29,27.99508605148136
30,26.687239777536373
31,26.687239777536373
32,26.687239777536373
33,26.687239777536373
34,26.687239777536373
35,26.687239777536373
36,26.687239777536373
37,26.687239777536373
38,26.687239777536373
39,26.687239777536373
40,26.687239777536373
41,26.687239777536373
42,26.687239777536373
43,26.687239777536373
44,26.687239777536373
45,26.687239777536373
46,24.420106739072303
47,24.420106739072303
48,24.420106739072303
49,24.420106739072303
50,24.189224788870526
51,24.189224788870526
52,24.189224788870526
53,24.189224788870526
54,24.189224788870526
55,24.189224788870526
56,19.063133434100273
57,19.063133434100273
58,19.063133434100273
59,19.063133434100273
60,19.063133434100273
61,16.944953358170164
62,16.944953358170164
63,16.944953358170164
64,16.944953358170164
65,16.944953358170164
66,16.944953358170164
67,13.716224469991069
68,13.716224469991069
69,13.716224469991069
70,13.716224469991069
71,13.716224469991069
72,13.716224469991069
73,13.716224469991069
74,13.716224469991069
75,13.716224469991069
76,13.716224469991069
77,13.716224469991069
78,13.716224469991069
79,13.716224469991069
80,13.716224469991069
81,13.716224469991069
82,13.716224469991069
83,13.716224469991069
84,13.716224469991069
85,13.716224469991069
86,13.716224469991069
87,13.716224469991069
88,13.716224469991069
89,13.716224469991069
90,13.716224469991069
91,13.716224469991069
92,12.507336932075196
93,12.507336932075196
94,12.507336932075196
95,12.507336932075196
96,12.507336932075196
97,12.507336932075196
98,12.507336932075196
99,12.507336932075196
100,12.507336932075196
101,12.507336932075196
102,12.507336932075196
103,12.507336932075196
104,12.507336932075196
105,12.507336932075196
106,12.507336932075196
107,12.507336932075196
108,12.507336932075196
109,12.507336932075196
110,12.507336932075196
111,12.507336932075196
112,12.507336932075196
113,10.217805590981083
114,10.217805590981083
115,10.217805590981083
116,10.079246320452354
117,10.079246320452354
118,10.079246320452354
119,10.079246320452354
120,10.079246320452354
121,10.079246320452354
122,10.079246320452354
123,10.079246320452354
124,10.079246320452354
125,10.079246320452354
126,10.079246320452354
127,10.079246320452354
128,10.079246320452354
129,10.079246320452354
130,10.079246320452354
131,10.079246320452354
132,10.079246320452354
133,10.079246320452354
134,10.079246320452354
135,10.079246320452354
136,10.079246320452354
137,10.079246320452354
138,10.079246320452354
139,10.079246320452354
140,10.079246320452354
141,10.079246320452354
142,7.941397137811787
143,7.941397137811787
144,7.941397137811787
145,7.941397137811787
146,7.941397137811787
147,7.941397137811787
148,7.941397137811787
149,7.941397137811787
150,7.941397137811787
151,7.941397137811787
152,7.941397137811787
153,7.941397137811787
154,7.941397137811787
155,7.941397137811787
156,7.941397137811787
157,7.941397137811787
158,7.941397137811787
159,7.941397137811787
160,7.941397137811787
161,7.941397137811787
162,7.941397137811787
163,7.941397137811787
164,7.941397137811787
165,7.941397137811787
166,7.941397137811787
167,7.941397137811787
168,7.941397137811787
169,7.941397137811787
170,7.941397137811787
171,7.941397137811787
172,7.941397137811787
173,7.941397137811787
174,7.941397137811787
175,7.941397137811787
176,7.941397137811787
177,7.941397137811787
178,7.941397137811787
179,7.941397137811787
180,7.941397137811787
181,7.941397137811787
182,7.941397137811787
183,7.941397137811787
184,7.941397137811787
185,7.941397137811787
186,7.941397137811787
187,7.941397137811787
188,7.941397137811787
189,7.941397137811787
190,7.941397137811787
191,7.941397137811787
192,7.941397137811787
193,7.941397137811787
194,7.941397137811787
195,7.941397137811787
196,7.941397137811787
197,7.941397137811787
198,7.941397137811787
199,7.941397137811787
200,7.941397137811787
201,7.941397137811787
202,7.941397137811787
203,7.941397137811787
204,7.941397137811787
205,7.941397137811787
206,7.941397137811787
207,7.941397137811787
208,7.941397137811787
209,7.941397137811787
210,7.941397137811787
211,7.941397137811787
212,7.941397137811787
213,7.941397137811787
214,7.941397137811787
215,7.941397137811787
216,7.941397137811787
217,7.941397137811787
218,7.941397137811787
219,7.941397137811787
220,7.941397137811787
221,7.941397137811787
222,7.941397137811787
223,7.941397137811787
224,7.941397137811787
225,7.941397137811787
226,7.941397137811787
227,7.941397137811787
228,7.941397137811787
229,7.941397137811787
230,7.941397137811787
231,7.941397137811787
232,7.941397137811787
233,7.941397137811787
234,7.941397137811787
235,7.941397137811787
236,7.941397137811787
237,7.941397137811787
238,7.941397137811787
239,7.941397137811787
240,7.941397137811787
241,7.941397137811787
242,7.941397137811787
243,7.941397137811787
244,7.941397137811787
245,7.941397137811787
246,7.941397137811787
247,7.941397137811787
248,7.941397137811787
249,7.941397137811787
250,7.941397137811787
251,7.941397137811787
252,7.941397137811787
253,7.941397137811787
254,7.941397137811787
255,7.941397137811787
256,7.941397137811787
257,7.941397137811787
258,7.941397137811787
259,7.941397137811787
260,7.941397137811787
261,7.941397137811787
262,7.941397137811787
263,7.941397137811787
264,7.941397137811787
265,7.941397137811787
266,7.941397137811787
267,7.941397137811787
268,7.941397137811787
269,7.941397137811787
270,7.941397137811787
