Method,NLL,GW2 distance to real program,Avg time (s)
Real program,3.7026473790613537,0.0,
Benchmark,5.30006985857951,51.84117933668659,
ALPS,3.8059226591310917,6.407739742036741,1649.8399642467498
grammar_mcmc,6.783595528370777,187.55612915304738,129.76008291244506
refinestat,5.017323147067955,21.18519089525113,101.23908767700195
refinestat_mcmc,4.599039297284759,31.24460567396281,748.5925154685974
Evolutionary (GP),4.8325526592439125,17.397116248400568,389.37988158067066
