ALPS,grammar_mcmc,refinestat,refinestat_mcmc
4.0974449299285025,6.473941447833872,5.392928310785769,5.104769269623303
4.040528002949495,6.710742097576669,4.895590741176991,4.629463137438943
4.042701086923218,6.421509355696206,5.256178484447288,4.57395554695244
3.759380918536644,6.936565471677711,5.325717501443294,7.508691932778479
3.9372975875432488,6.994560674416073,5.151112130213279,4.560396311950674
