iteration,best_loss
1,-14.394515186696811
2,-19.985291219502322
3,-20.543646324555695
4,-20.693356521482265
5,-20.770681928720993
6,-20.816459398660882
7,-20.844859403403664
8,-20.862932122043443
9,-20.874613999501552
10,-20.882249544596274
