Method,NLL,GW2 distance to real program,Avg time (s)
Real program,-15.798370624100615,0.0,
Benchmark,3.7176278039184467,5.214218578179669,
ALPS,-13.021087821319545,6.312690796025029,1993.1694113254548
grammar_mcmc,7.791474316589939,3353.493497009074,89.32767882347108
refinestat,2.084230865961421,2.413158225783222,246.69512934684752
refinestat_mcmc,3.7211715873558977,5.103871546608842,43959.39521861076
Evolutionary (GP),-15.081623546008538,1.6647086541449279,641.8744463046392
