iteration,best_loss
1,6.347440776420562
2,6.29915384783026
3,6.239713749081932
4,6.234428467305748
5,6.234326208024609
6,6.2343262077741946
7,6.2343262077741946
8,6.2343262077741946
9,6.2343262077741946
10,6.2343262077741946
