iteration,best_loss
1,4.255389928411606
2,4.242890920471312
3,4.237869898018744
4,4.2378594830682115
5,4.237859482794019
6,4.237859482794019
7,4.237859482794019
8,4.232705137026999
9,4.226890637662613
10,4.2261010075380145
