Method,NLL,GW2 distance to real program,Avg time (s)
Real program,-23.72364577037374,0.0,
Benchmark,-5.2408028665065745,0.11069135039649605,
ALPS,inf,0.06113773602462274,2383.6265610694886
grammar_mcmc,6.782934978756981,1089.208329802742,133.2440116405487
